INSTNM,CITY,STABBR,PREDDEG,CONTROL,LOCALE,SATVRMID,SATMTMID,SATWRMID,ACTCMMID,ACTENMID,ACTMTMID,ACTWRMID,SAT_AVG,DISTANCEONLY,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,PPTUG_EF,NPT4_PUB,NPT4_PRIV,PCTPELL,RET_FT4,RET_FTL4,RET_PT4,RET_PTL4,PCTFLOAN,UG25abv,GRAD_DEBT_MDN_SUPP,GRAD_DEBT_MDN10YR_SUPP,RPY_3YR_RT_SUPP,C150_4_POOLED_SUPP,C200_L4_POOLED_SUPP,md_earn_wne_p10,gt_25k_p6
Technical Learning Centers Inc,Washington,DC,1,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,290,0.0138,0.9414,0.0069,0.0103,0,0,0.0069,0,0.0207,0,NULL,24107,0.9177,NULL,0.5287,NULL,NULL,0.8305,0.531,9500,105.469475,0.164021164,NULL,0.614520992,NULL,PrivacySuppressed
Total Look School of Cosmetology & Massage Therapy,Cresco,IA,1,3,41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,5,1,0,0,0,0,0,0,0,0,0,NULL,8328,0.3793,NULL,1,NULL,NULL,0.4138,0.2,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,0.923087179,NULL,PrivacySuppressed
The Art Institute of Tucson,Tucson,AZ,3,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,426,0.2934,0.0352,0.4413,0.0047,0.0258,0.0023,0.0258,0.0023,0.169,0.284,NULL,25114,0.6995,0.4634,NULL,0.25,NULL,0.8372,0.4554,21599,239.793178,0.289359316,0.35715,NULL,25200,0.501259446
Turning Point Beauty College,Casa Grande,AZ,1,3,41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,49,0.2653,0.0612,0.6122,0,0.0612,0,0,0,0,0,NULL,4084,0.9655,NULL,1,NULL,NULL,0.9655,0.5306,16244,180.3417002,0.285714286,NULL,0.97776,NULL,PrivacySuppressed
Unitech Training Academy-Lafayette,Lafayette,LA,1,3,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,129,0.3101,0.6822,0,0.0078,0,0,0,0,0,0,NULL,16230,0.8983,NULL,0.5645,NULL,NULL,0.8372,0.3953,7248,80.4676584,0.285908781,NULL,0.5058,NULL,0.239942536
Mountwest Community and Technical College,Huntington,WV,2,1,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2041,0.8241,0.0872,0.0034,0.0024,0.0064,0.0005,0.0029,0,0.073,0.3386,7549,NULL,0.4245,NULL,0.372,NULL,0.1542,0.1691,0.5069,10432,115.8165856,0.33540856,NULL,0.126115682,NULL,PrivacySuppressed
Centura College-Columbia,Columbia,SC,1,3,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,64,0.1719,0.7813,0.0469,0,0,0,0,0,0,0.5156,NULL,22739,0.3443,NULL,0.55,NULL,0.2857,0.3632,0.7344,9500,105.469475,0.224306688,NULL,0.5294,20600,0.261772841
Flagler College-Tallahassee,Tallahassee,FL,3,2,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,469,0.6951,0.2431,0.032,0.0277,0,0.0021,0,0,0,0.0661,NULL,NULL,0.653,NULL,NULL,NULL,NULL,0.637,0.5858,23638,262.4302579,0.882969432,NULL,NULL,37200,0.614349782
Kanawha Valley Community and Technical College,South Charleston,WV,2,1,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1558,0.8126,0.1181,0.0039,0.0083,0.0141,0,0.009,0,0.034,0.3684,7855,NULL,0.5634,NULL,0.4074,NULL,0.4688,0.4753,0.5556,12316,136.7328478,0.469891412,NULL,0.159347811,NULL,PrivacySuppressed
American InterContinental University-Online,Schaumburg,IL,3,3,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,10103,0.3972,0.4175,0.0622,0.0121,0.0088,0.0061,0.0346,0.0006,0.0609,0.4615,NULL,17314,0.6983,0.3442,NULL,0.2482,NULL,0.896,0.8666,35500,394.122775,0.411358777,0.314151921,NULL,43000,0.578723133
Westwood College-Atlanta Midtown,Atlanta,GA,3,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,448,0.0558,0.8326,0.0089,0.0089,0.0022,0,0.0335,0,0.058,0.221,NULL,21777,0.9781,NULL,NULL,0,NULL,0.9781,0.6161,36833,408.9218077,0.369966443,0.243114679,NULL,29800,0.482415915
ITT Technical Institute-Eden Prairie,Eden Prairie,MN,2,3,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,208,0.7885,0.0481,0.0385,0.0865,0.0096,0,0.0096,0,0.0192,0.2885,NULL,21872,0.6532,NULL,NULL,NULL,NULL,0.7948,0.7212,25833.5,286.8048087,0.394119686,0.326330526,NULL,38400,0.591855824
Virginia College-Mobile,Mobile,AL,2,3,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,561,0.287,0.6613,0,0.0053,0.0018,0,0.0303,0,0.0143,0.2424,NULL,18981,0.8466,NULL,0.8537,NULL,0.3043,0.7448,0.5312,19000,210.93895,0.256332599,NULL,0.619266972,26400,0.389043003
Le Cordon Bleu College of Culinary Arts-Las Vegas,Las Vegas,NV,1,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,605,0.3719,0.195,0.0281,0.0545,0.0165,0.0298,0.005,0,0.2992,0,NULL,16210,0.6139,NULL,0.5362,NULL,NULL,0.7486,0.6479,11640,129.227862,0.455161419,NULL,0.56187619,32900,0.522381544
International Academy of Design and Technology-Troy,Troy,MI,3,3,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,347,0.1153,0.0893,0.0115,0.0058,0.0029,0.0029,0.0202,0,0.7522,0.2565,NULL,17208,0.7275,0.5294,NULL,0.5238,NULL,0.9137,0.4644,42103,467.4296112,0.366061163,0.197956853,NULL,25200,0.407689393
American InterContinental University-Houston,Houston,TX,3,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,463,0.0324,0.2894,0.0929,0.0194,0,0.0043,0.0065,0,0.5551,0.4449,NULL,19528,0.6667,0.6,NULL,0.5,NULL,0.7786,0.6285,35500,394.122775,0.411358777,0.225599248,NULL,43000,0.578723133
Sanford-Brown College-Houston North Loop,Houston,TX,1,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,81,0.0741,0.1975,0.1235,0.0123,0,0,0,0,0.5926,0,NULL,NULL,0.6316,NULL,NULL,NULL,NULL,0.6917,0.6173,9500,105.469475,0.421609872,NULL,0.635775926,27200,0.493848562
University of California-Merced,Merced,CA,3,1,41,495,525,495,21,20,22,NULL,1010,0,5837,0.1526,0.0629,0.4391,0.2534,0.0024,0.0069,0.0413,0.0283,0.0132,0.0105,11921,NULL,0.5977,0.8432,NULL,NULL,NULL,0.5767,0.0254,19559,217.144996,0.809623431,0.572387218,NULL,NULL,NULL
Everest College-Fort Worth,Fort Worth,TX,1,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,505,0.3762,0.1881,0.3564,0.0119,0.0059,0.0079,0.0495,0,0.004,0.0891,NULL,21011,0.711,NULL,0.6078,NULL,0.25,0.5779,0.5505,9500,105.469475,0.32592909,NULL,0.625274157,23900,0.377035141
Remington College-North Houston Campus,Houston,TX,1,2,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,474,0.1097,0.3734,0.4873,0.0084,0,0.0021,0.0169,0.0021,0,0,NULL,22777,0.7486,NULL,0.7268,NULL,NULL,0.578,0.403,9500,105.469475,0.438846641,NULL,0.699476049,27200,0.386351973
Paul Mitchell the School-Orlando,Oviedo,FL,1,3,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,252,0.6032,0.0714,0.254,0.0119,0,0,0.0437,0.0079,0.0079,0.2897,NULL,16834,0.4672,NULL,0.8085,NULL,0.7143,0.596,0.4048,11000,122.12255,0.658592849,NULL,0.706534188,16900,0.369017631
Regency Beauty Institute-Maplewood,Maplewood,MN,1,3,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,58,0.4828,0.1724,0.0862,0.0862,0,0.0172,0.069,0,0.0862,0.2931,NULL,20312,0.6903,NULL,0.5238,NULL,1,0.7434,0.3103,14144,157.0273952,0.47496977,NULL,0.489402128,19600,0.333333343
Pima Medical Institute-Las Vegas,Las Vegas,NV,1,3,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1018,0.3664,0.111,0.3045,0.1444,0.0098,0.0098,0.0354,0,0.0187,0,NULL,20436,0.4923,NULL,0.5889,NULL,NULL,0.6081,0.5098,9498,105.4472709,0.614709852,NULL,0.536398925,27600,0.512696266
Remington College-Nashville Campus,Nashville,TN,1,2,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,298,0.6342,0.2349,0.0738,0.0168,0,0,0.0403,0,0,0,NULL,26739,0.662,NULL,0.4818,NULL,NULL,0.538,0.453,9500,105.469475,0.438846641,NULL,0.697476328,26200,0.2740964
Platt College-North OKC,Oklahoma City,OK,2,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,266,0.5263,0.3083,0.0489,0.0075,0.0188,0.0038,0.0677,0,0.0188,0,NULL,21793,0.8026,NULL,NULL,NULL,NULL,0.8564,0.6128,12000,133.2246,0.480565371,0.596461267,NULL,20600,0.458997726
Central Methodist University-College of Graduate and Extended Studies,Fayette,MO,3,2,32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1624,0.5191,0.0296,0.0025,0.0012,0.0018,0,0,0,0.4458,0.2377,NULL,NULL,0.1925,NULL,NULL,NULL,NULL,0.2937,0.2912,17285,191.8989343,0.801696713,NULL,NULL,33400,0.646359563
Westwood College-Northlake,Atlanta,GA,2,3,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,420,0.0905,0.7524,0.019,0.0143,0.0048,0,0.0262,0,0.0929,0.1976,NULL,23487,0.9542,0.6667,NULL,NULL,NULL,0.9542,0.7071,31126,345.5624083,0.342411038,0.356154795,NULL,32400,0.493514925
University of Phoenix-Jersey City Campus,Jersey City,NJ,3,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,455,0.0462,0.2505,0.1934,0.0176,0.0022,0.0022,0.0176,0.0374,0.433,0,NULL,17872,0.6168,0.4444,NULL,NULL,NULL,0.6475,0.7802,35500,394.122775,0.406534043,0.09430283,NULL,53400,0.705231071
University of Phoenix-Minneapolis St Paul Campus,Saint Louis Park,MN,3,3,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,153,0.3464,0.1503,0.0458,0.0719,0,0.0065,0.0065,0.0261,0.3464,0,NULL,20332,0.6091,0.3158,NULL,NULL,NULL,0.7037,0.8693,35500,394.122775,0.406534043,0.119994,NULL,53400,0.705231071
Kaplan College-Fort Worth,Fort Worth,TX,1,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,264,0.2652,0.2803,0.4129,0.0152,0.0038,0.0076,0,0,0.0152,0,NULL,20847,0.3694,NULL,0.7544,NULL,NULL,0.3609,0.4326,9496,105.4250668,0.26588785,NULL,0.669904938,23600,0.32051599
Kaplan College-Lubbock,Lubbock,TX,1,3,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,265,0.2075,0.1358,0.6453,0,0.0075,0.0038,0,0,0,0,NULL,22290,0.6889,NULL,0.6806,NULL,NULL,0.5463,0.4419,9500,105.469475,0.268260583,NULL,0.634694894,20400,0.304410487
North-West College-Riverside,Riverside,CA,1,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,392,0.1531,0.0969,0.426,0.0612,0,0,0,0,0.2628,0,NULL,19935,0.7459,NULL,0.7333,NULL,NULL,0.901,0.4464,8023.5,89.07729818,0.596209913,NULL,0.6633,21700,0.516616285
Everest Institute-Chelsea,Chelsea,MA,1,3,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,434,0.2972,0.1567,0.447,0.0253,0.0023,0.0069,0.0461,0,0.0184,0,NULL,23013,0.7825,NULL,0.7619,NULL,NULL,0.6538,0.4355,9500,105.469475,0.404616109,NULL,0.626541176,26100,0.415025532
Everest Institute-Eagan,Eagan,MN,1,3,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,327,0.3303,0.3119,0.0948,0.104,0.0153,0.0061,0.0367,0,0.1009,0,NULL,21965,0.731,NULL,0.6333,NULL,NULL,0.5556,0.5505,9500,105.469475,0.203513022,NULL,0.528782422,25200,0.357803166
University of Phoenix-Louisville Campus,Louisville,KY,3,3,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,203,0.3596,0.2857,0.0394,0,0.0049,0.0049,0.0148,0.0099,0.2808,0,NULL,18271,0.729,0.6875,NULL,NULL,NULL,0.7523,0.8621,35500,394.122775,0.406534043,0.125,NULL,53400,0.705231071
Everest University-Orange Park,Orange Park,FL,1,3,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,711,0.4318,0.4276,0.0689,0.0169,0.0084,0.0028,0.038,0,0.0056,0.1913,NULL,22520,0.752,NULL,NULL,NULL,NULL,0.6108,0.7454,28332,314.5432806,0.27469172,0.449408313,NULL,26200,0.405563354
Everest Institute-Bissonnet,Houston,TX,1,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,934,0.0824,0.5771,0.2752,0.0236,0.0011,0,0.0193,0,0.0214,0,NULL,22420,0.6966,NULL,0.6011,NULL,NULL,0.5723,0.5835,9500,105.469475,0.313240326,NULL,0.637099584,28600,0.462647438
Everest College-McLean,Vienna,VA,1,3,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,237,0.135,0.3629,0.2827,0.0759,0.0042,0.0042,0.0591,0,0.0759,0.1224,NULL,23976,0.5642,NULL,0.75,NULL,NULL,0.4866,0.5063,9500,105.469475,0.334682861,NULL,0.556980674,24700,0.428930819
Colegio Tecnico de Electricidad Galloza,Aguada,PR,1,3,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,76,0,0,1,0,0,0,0,0,0,0,NULL,8598,1,NULL,0.8696,NULL,NULL,0,0.5395,NULL,NULL,NULL,NULL,0.754101639,NULL,0.188679248
Empire Beauty School-St Paul,Saint Paul,MN,1,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,76,0.1974,0.3816,0.0658,0.0789,0.1053,0,0.0921,0,0.0789,0.3026,NULL,11593,0.7778,NULL,0.7143,NULL,0.75,0.6984,0.4474,9083,100.8399202,0.454248366,NULL,0.372109302,23300,0.439393938
Arthur's Beauty School Inc-Conway,Conway,AR,1,3,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,67,0.7612,0.209,0.0149,0.0149,0,0,0,0,0,0,NULL,9047,0.6907,NULL,0.7143,NULL,NULL,0.7216,0.2836,9900,109.910295,0.456410256,NULL,0.525771134,15400,0.181818187
Vatterott College-St Charles,St Charles,MO,1,3,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,305,0.7541,0.1672,0,0,0.0131,0,0.0164,0,0.0492,0,NULL,18418,0.3276,NULL,0.6176,NULL,NULL,0.269,0.6361,23116,256.6349878,0.275681482,NULL,0.7311,28700,0.4401384
Anthem Institute-North Brunswick,North Brunswick,NJ,1,3,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,293,0.2628,0.3003,0.3311,0.0375,0,0.0034,0.041,0,0.0239,0,NULL,24463,0.5838,NULL,0.7204,NULL,NULL,0.8122,0.4744,9363,103.9484942,0.604024298,NULL,0.728906,49200,0.542303145
Anthem Career College-Memphis,Memphis,TN,1,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,883,0.0079,0.8471,0.0091,0.0023,0.0011,0.0974,0.0091,0,0.026,0,NULL,24646,0.7779,NULL,0.6926,NULL,NULL,0.8631,0.5142,10976,121.8561008,0.471404959,NULL,0.63190486,27700,0.419608533
Anthem College-Kansas City,Kansas City,MO,1,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,74,0.3784,0.3784,0.0405,0.0135,0.0135,0,0.0676,0,0.1081,0,NULL,26897,0.6947,NULL,0.7105,NULL,NULL,0.8473,0.5676,14024,155.6951492,0.510501879,NULL,0.693713213,29500,0.467202514
Spa Tech Institute-Ipswich,Ipswich,MA,1,3,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,43,0.8605,0,0.0465,0.0698,0,0,0,0,0.0233,0.3953,NULL,22913,0.3419,NULL,NULL,NULL,NULL,0.4444,0.7907,6333,70.30928265,0.724230254,NULL,0.8124875,22300,0.370843977
Spa Tech Institute-Westboro,Westboro,MA,1,3,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,93,0.828,0.0215,0.0968,0.0108,0,0,0,0,0.043,0.5269,NULL,18136,0.3015,NULL,NULL,NULL,NULL,0.3235,0.6882,6333,70.30928265,0.724230254,NULL,0.851355405,22300,0.370843977
Spa Tech Institute-Plymouth,Plymouth,MA,1,3,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,136,0.6765,0.0221,0.0294,0,0,0,0,0,0.2721,0.5147,NULL,14290,0.3706,NULL,NULL,NULL,NULL,0.3909,0.625,6333,70.30928265,0.724230254,NULL,0.741724503,22300,0.370843977
Milan Institute of Cosmetology-San Antonio Walzem,San Antonio,TX,1,3,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,233,0.0987,0.5365,0.3176,0,0.0043,0.0129,0,0,0.03,0,NULL,16495,0.6566,NULL,0.549,NULL,NULL,0.6237,0.5408,14252,158.2264166,0.291276491,NULL,0.401237214,18900,0.228511527
Bridgemont Community and Technical College,Montgomery,WV,2,1,31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,697,0.9412,0.0359,0.0029,0.0014,0.0187,0,0,0,0,0.396,3148,NULL,0.2533,NULL,0.514,NULL,0.4,0.2505,0.3133,PrivacySuppressed,PrivacySuppressed,0.568627451,NULL,0.4683,NULL,PrivacySuppressed
Wards Corner Beauty Academy-Virginia Beach,Virginia Beach,VA,1,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,35,0.1143,0.8286,0,0.0286,0,0,0.0286,0,0,0,NULL,13844,0.5938,NULL,1,NULL,NULL,0.625,0.4571,16500,183.183825,0.164335664,NULL,0.21185,17600,0.243654817
Neumont University,Salt Lake City,UT,3,3,12,540,540,NULL,25,23,25,NULL,1104,0,420,0.5905,0.0429,0.1024,0.0429,0.0071,0,0.0548,0,0.1595,0,NULL,31588,0.5391,0.8252,NULL,NULL,NULL,0.8868,0.0786,29042,322.4257361,0.863636364,0.524397561,NULL,27500,0.818867922
Johnson & Wales University-Charlotte,Charlotte,NC,2,2,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2325,0.4275,0.3084,0.0546,0.0103,0.0022,0,0.0378,0.0129,0.1462,0.0168,NULL,23355,0.5106,0.7242,NULL,NULL,NULL,0.9163,0.0981,27000,299.75535,0.801117943,0.570106548,NULL,35100,0.599495888
University of Phoenix-Central Valley Campus,Fresno,CA,3,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2348,0.1819,0.0865,0.3032,0.02,0.006,0.006,0.0149,0.0166,0.365,0,NULL,19034,0.6304,0.5082,NULL,NULL,NULL,0.5971,0.8088,35500,394.122775,0.406534043,0.189963319,NULL,53400,0.705231071
L'Ecole Culinaire-St Louis,St. Louis,MO,1,3,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,269,0.3271,0.6134,0.0112,0.0037,0.0074,0,0.0223,0,0.0149,0,NULL,18617,0.3282,NULL,0.3714,NULL,NULL,0.229,0.7212,22155,245.9659178,0.306055646,NULL,0.466852992,34200,0.36954087
Roseman University of Health Sciences,Henderson,NV,3,2,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,264,0.4356,0.0265,0.0644,0.3939,0.0076,0.0076,0.0455,0.0038,0.0152,0,NULL,NULL,0.2966,NULL,NULL,NULL,NULL,0.8051,0.6477,27500,305.306375,0.836065574,NULL,NULL,NULL,PrivacySuppressed
Fortis Institute-Port Saint Lucie,Port Saint Lucie,FL,1,3,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,464,0.375,0.3879,0.1595,0.028,0.0065,0,0.0259,0,0.0172,0,NULL,19108,0.7607,NULL,0.7273,NULL,NULL,0.6544,0.6056,9908.5,110.0046624,0.430940432,NULL,0.7199,PrivacySuppressed,0.468409598
Fortis Institute-Miami,Miami,FL,1,3,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,130,0.0308,0.1615,0.7846,0.0077,0,0,0.0077,0,0.0077,0,NULL,9691,0.6831,NULL,0.6667,NULL,NULL,0.6543,0.5769,9500,105.469475,0.477781605,NULL,0.636685444,23200,0.436151087
Aviation Institute of Maintenance-Manassas,Manassas,VA,1,3,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,77,0.1818,0.4416,0.1948,0.039,0,0,0.0519,0,0.0909,0.0519,NULL,26953,0.3333,NULL,1,NULL,0,0.4638,0.6623,27916,309.9248278,0.338345865,NULL,0.689662069,NULL,0.634146333
Everest College-North Aurora,North Aurora,IL,1,3,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,275,0.3636,0.1418,0.4109,0.0182,0.0036,0,0.04,0,0.0218,0,NULL,22570,0.6614,NULL,0.7593,NULL,NULL,0.5253,0.4655,9500,105.469475,0.335838422,NULL,0.689996426,27500,0.429959506
Cosmetology School of Arts and Sciences,Burley,ID,1,3,33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,32,0.6563,0,0.3438,0,0,0,0,0,0,0,NULL,13659,0.7586,NULL,0.6471,NULL,NULL,0.5632,0.5,PrivacySuppressed,PrivacySuppressed,0.428571429,NULL,0.855436145,NULL,PrivacySuppressed
Universal Technical Institute of Pennsylvania Inc,Exton,PA,1,3,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1728,0.6273,0.1024,0.1308,0.0226,0.0006,0.0012,0.0394,0.0023,0.0735,0,NULL,19943,0.3962,NULL,0.6979,NULL,NULL,0.6737,0.1354,16813,186.6587667,0.600071672,NULL,0.565010753,40200,0.678855062
Heritage College-Kansas City,Kansas City,MO,2,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,616,0.6705,0.2516,0.0519,0.0032,0.0016,0,0.013,0,0.0081,0,NULL,19493,0.6429,NULL,0.6316,NULL,NULL,0.6889,0.4789,13583,150.7991452,0.37335137,NULL,0.591739596,24200,0.411172152
Kenneth Shuler School of Cosmetology-Spartanburg,Spartanburg,SC,1,3,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,113,0.7168,0.2035,0.0177,0.0265,0,0.0265,0.0088,0,0,0.2566,NULL,12777,0.5275,NULL,0.875,NULL,0.75,0.5659,0.5133,9500,105.469475,0.36409396,NULL,0.620147287,14600,0.165094346
Kenneth Shuler School of Cosmetology-Columbia,Columbia,SC,1,3,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,119,0.1429,0.8235,0.0252,0,0,0,0.0084,0,0,0.3277,NULL,11475,0.5767,NULL,0.5,NULL,1,0.6032,0.5042,9500,105.469475,0.36409396,NULL,0.612919355,14600,0.165094346
Institute for the Psychological Sciences,Arlington,VA,4,2,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Pivot Point Academy-Chicago,Chicago,IL,1,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,21,0.2381,0.5714,0.1905,0,0,0,0,0,0,0,NULL,12710,0.5952,NULL,0.6667,NULL,NULL,0.7143,0.4762,13833,153.5746577,0.688206785,NULL,0.624975,22000,0.393939406
Lincoln Technical Institute-Shelton,Shelton,CT,1,3,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,532,0.3703,0.2218,0.2237,0.0263,0.0038,0.0019,0.0395,0,0.1128,0.3459,NULL,17966,0.6634,NULL,0.6321,NULL,0.7778,0.7967,0.4361,11813,131.1485167,0.488564799,NULL,0.576552601,39400,0.666235447
Minnesota School of Business-Waite Park,Waite Park,MN,2,3,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,339,0.8437,0.0354,0.0118,0.0177,0.0118,0.0029,0.0059,0.0029,0.0678,0.2773,NULL,21049,0.6538,0.4,NULL,0,NULL,0.7871,0.5508,31061.5,344.8463261,0.621832669,0.485565021,NULL,35700,0.565576613
Minnesota School of Business-Shakopee,Shakopee,MN,2,3,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,110,0.8091,0.0182,0.0818,0.0273,0.0273,0,0,0,0.0364,0.3182,NULL,20069,0.4977,1,NULL,0,NULL,0.6948,0.5641,31061.5,344.8463261,0.621832669,0.474724242,NULL,35700,0.565576613
Northwest Career College,Las Vegas,NV,1,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,207,0.3478,0.0725,0.1932,0.0193,0,0.0386,0.2271,0.0097,0.0918,0.0242,NULL,12830,0.8134,NULL,0.8611,NULL,1,0.8134,0.4734,7214,80.0901887,0.359073359,NULL,0.663419512,NULL,0.412213743
Soma Institute-The National School of Clinical Massage Therapy,Chicago,IL,1,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,268,0.2612,0.3209,0.1604,0.0149,0.0224,0.0075,0.0522,0,0.1604,1,NULL,NULL,0.4669,NULL,NULL,NULL,NULL,0.6736,0.6157,7916,87.8838278,0.718340611,NULL,NULL,NULL,0.463235289
Xtreme Career Institute,Aguadilla,PR,1,3,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,33,0,0,1,0,0,0,0,0,0,0,NULL,5785,1,NULL,0.625,NULL,NULL,0,0.697,NULL,NULL,NULL,NULL,0.619078571,NULL,PrivacySuppressed
Marinello Schools of Beauty-Niantic,Niantic,CT,1,3,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,307,0.7231,0.0717,0.1564,0.0228,0.0033,0,0.0163,0,0.0065,0.2801,NULL,15648,0.3805,NULL,0.75,NULL,0.8333,0.5621,0.3941,9328,103.5599224,0.631840796,NULL,0.596670718,NULL,0.337837845
Marinello School of Beauty-Torrington,Torrington,CT,0,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9328,103.5599224,0.631840796,NULL,NULL,NULL,NULL
Marinello School of Beauty-Enfield,Enfield,CT,0,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9328,103.5599224,0.631840796,NULL,NULL,NULL,NULL
